time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.900000000000003,-7.12051691521,-3.4899320855,23.4676902414,5.92864832948,0.347504559658,0.0,-6.29033157482,-4.36842385443,4.40029931267,-0.0912486876906,0.00429893467553,0.0,516.1284334923374,515.422921552039,516.0612626420384,515.5950118501097
3.960000000000003,-7.50365805785,-3.75711908512,23.7269471481,5.9237813,0.348198311807,0.0,-6.48139241964,-4.53828402576,4.24130911932,-0.0661249531386,0.0231335274799,0.0,427.6342318974563,429.2360221322134,427.6390078406444,429.7685251071406
4.020000000000002,-7.89901515644,-4.03524301629,23.9783443349,5.91979431538,0.349928096438,0.0,-6.69746985073,-4.73280773263,4.13787753432,-0.0671070366547,0.0383029893531,0.0,448.1292544834847,449.36121762250355,450.42836518536575,450.3456925630381
4.080000000000001,-8.30717549414,-4.32487819878,24.2228093857,5.91548788039,0.352490287185,0.0,-6.90827158071,-4.9220336116,4.01030468185,-0.0832819513522,0.0503015750312,0.0,441.73669020682837,442.72631419600384,443.85657487905877,442.5226127426661
4.14,-8.72772172594,-4.62560057413,24.4586065137,5.91044449439,0.355309389941,0.0,-7.1104268865,-5.1024832787,3.84906772952,-0.0856511337704,0.039355961542,0.0,433.19149631706006,432.2711785307198,431.5019229149906,431.2957950778361
4.199999999999998,-9.16230868126,-4.93902216002,24.6891650012,5.90507360892,0.357472325892,0.0,-7.37592862468,-5.34508484277,3.83460172668,-0.0986423548596,0.0284442498677,0.0,485.8808092198355,485.0622921544425,484.99420696244204,484.0111651786078
4.259999999999997,-9.61166773532,-5.26587241401,24.9155937939,5.89943128468,0.359592599501,0.0,-7.6030593533,-5.55034290842,3.71210769433,-0.086140252961,0.0464276261655,0.0,450.6621955773659,452.11439976793895,450.93389866618105,451.9355945458039
4.319999999999996,-10.0739667161,-5.60435743173,25.1326018742,5.89399090839,0.362210838134,0.0,-7.80746625479,-5.73300634916,3.52099392088,-0.101765294024,0.037375639466,0.0,429.35376675875716,428.5859640786891,428.5336424334115,427.1955426503165
4.379999999999995,-10.5502355754,-5.9555080867,25.3419202907,5.88744493529,0.364995508775,0.0,-8.06840425062,-5.97232654181,3.45474916152,-0.130753316948,0.0601539116764,0.0,473.2529307303796,475.0045440827734,476.5421764244817,474.31030085757544
4.439999999999993,-11.0407481141,-6.31960488705,25.5434081096,5.87991499691,0.368652840122,0.0,-8.28258576017,-6.16482720956,3.26071801251,-0.116656086921,0.0625117080555,0.0,432.6354923986994,432.8367889712909,431.95495562015515,433.1276224543284
4.499999999999992,-11.545091532,-6.69624661985,25.7351400801,5.87294836286,0.372307238744,0.0,-8.5292937246,-6.39032470191,3.12901140141,-0.115042244245,0.0574876697068,0.0,457.9935548356974,457.5961756418212,457.4711160261054,457.58800881273123
4.559999999999991,-12.0625643618,-7.08470517411,25.9145736146,5.86556895173,0.375275300778,0.0,-8.72057561985,-6.55903957904,2.85182858749,-0.147812574428,0.0242024048091,0.0,407.2807652771314,404.29321590629706,406.55255904735355,403.58821844971527
4.6199999999999894,-12.5934893124,-7.48532684674,26.0815384209,5.85695823183,0.376691133724,0.0,-8.9772476488,-6.79558631117,2.71224817478,-0.136069342572,0.022358649324,0.0,460.10174768654537,459.95574070140935,457.6001326207186,458.5156505070942
4.679999999999988,-13.1386555899,-7.89896951058,26.2370217382,5.8486544628,0.378627523979,0.0,-9.19559429156,-6.99324911131,2.46982758278,-0.143504808206,0.0470278256795,0.0,423.5176313518982,425.63534027334407,423.3973255574461,422.73801351119
4.739999999999987,-13.6958187752,-8.32331304548,26.374996976,5.83991360519,0.381411050458,0.0,-9.37742509022,-7.15247174335,2.12922641426,-0.150426955096,0.0450897969673,0.0,385.87088465276736,385.689438758976,385.30551382500926,384.62673681244496
4.799999999999986,-14.2679466797,-8.76154785057,26.5012013697,5.83077120849,0.384332704756,0.0,-9.69362324299,-7.4556730326,2.07503715478,-0.156575836626,0.0550707590508,0.0,495.67272206436326,496.4070663118274,494.91093795021936,494.4386837094793
4.859999999999984,-14.8574606476,-9.21629189429,26.6200554589,5.82231695806,0.387726541783,0.0,-9.95733656585,-7.70302628675,1.88514405245,-0.120459521112,0.0593934412059,0.0,452.8449327777392,453.194748262326,451.7730024335162,454.6576735300289
4.919999999999983,-15.462389673,-9.68542846189,26.7260706807,5.8146308788,0.39119354545,0.0,-10.2076177973,-7.93548653709,1.64741302206,-0.151277377979,0.0543530015789,0.0,438.93864826907617,438.52234106639133,440.4751666029333,437.90215899019216
4.979999999999982,-16.0824540161,-10.1686312554,26.8175251168,5.80574771605,0.394881787299,0.0,-10.4618292763,-8.17195251646,1.39963034703,-0.142284665594,0.0728495553873,0.0,438.0974229231865,439.63593452126565,438.0303246279648,438.7568616151871
5.0399999999999805,-16.7177778913,-10.6660190664,26.893548393,5.79731306322,0.398952972317,0.0,-10.7163318454,-8.40831999967,1.13302634538,-0.137368524811,0.0552992892349,0.0,435.8592928514437,434.3929679997924,435.0152732387816,435.40805978397213
